,UID,Latitude,Longitude,Time,loc_id
48,000,39.986,116.347,2009-06-11 22:17:24,8
49,000,39.987,116.347,2009-06-11 22:17:29,9
50,000,39.988,116.347,2009-06-11 22:17:34,10
51,000,39.986,116.359,2009-06-29 07:59:05,5
52,000,39.992,116.347,2009-07-02 02:52:00,11
53,000,39.992,116.348,2009-07-02 02:52:05,12
54,000,39.992,116.349,2009-07-02 02:52:10,13
55,000,39.992,116.349,2009-07-02 02:52:15,13
56,000,39.992,116.349,2009-07-02 02:52:20,13
57,000,39.992,116.35,2009-07-02 02:52:25,14
58,000,39.992,116.351,2009-07-02 02:52:30,15
59,000,39.992,116.351,2009-07-02 02:52:35,15
60,000,39.992,116.351,2009-07-02 02:52:40,15
61,000,39.992,116.352,2009-07-02 02:52:45,16
62,000,39.992,116.352,2009-07-02 02:52:50,16
63,000,39.992,116.353,2009-07-02 02:52:55,17
64,000,39.992,116.353,2009-07-02 02:53:00,17
65,000,39.992,116.353,2009-07-02 02:53:03,17
66,000,39.992,116.353,2009-07-02 02:53:05,17
67,000,39.992,116.353,2009-07-02 02:53:10,17
68,000,39.992,116.353,2009-07-02 02:53:15,17
69,000,39.992,116.354,2009-07-02 02:53:20,18
70,000,39.986,116.347,2009-07-02 06:28:28,8
71,000,39.987,116.347,2009-07-02 06:28:33,9
72,001,39.99,116.347,2008-11-16 03:52:12,19
73,001,39.99,116.347,2008-11-16 03:52:17,19
74,001,39.99,116.347,2008-11-16 03:52:22,19
75,001,39.99,116.347,2008-11-16 03:52:27,19
76,001,39.99,116.347,2008-11-16 03:52:32,19
77,001,39.99,116.347,2008-11-16 03:52:37,19
78,001,39.989,116.347,2008-11-16 03:52:42,20
79,001,39.989,116.347,2008-11-16 03:52:47,20
80,001,39.989,116.347,2008-11-16 03:52:52,20
81,001,39.989,116.347,2008-11-16 03:52:57,20
82,001,39.989,116.347,2008-11-16 03:53:02,20
83,001,39.989,116.347,2008-11-16 03:53:07,20
84,001,39.989,116.347,2008-11-16 03:53:12,20
85,001,39.989,116.347,2008-11-16 03:53:17,20
86,001,39.989,116.347,2008-11-16 03:53:22,20
87,001,39.989,116.347,2008-11-16 03:53:27,20
88,001,39.989,116.347,2008-11-16 03:53:32,20
89,001,39.989,116.347,2008-11-16 03:53:37,20
90,001,39.989,116.347,2008-11-16 03:53:42,20
91,001,39.989,116.347,2008-11-16 03:53:47,20
92,001,39.989,116.347,2008-11-16 03:53:52,20
93,001,39.989,116.347,2008-11-16 03:53:57,20
94,001,39.989,116.347,2008-11-16 03:54:02,20
95,001,39.989,116.347,2008-11-16 03:54:07,20
96,001,39.989,116.347,2008-11-16 03:54:12,20
97,001,39.988,116.347,2008-11-16 03:54:17,10
98,001,39.988,116.347,2008-11-16 03:54:22,10
99,001,39.988,116.347,2008-11-16 03:54:27,10
100,001,39.988,116.347,2008-11-16 03:54:32,10
101,001,39.988,116.347,2008-11-16 03:54:37,10
102,001,39.988,116.347,2008-11-16 03:54:42,10
103,001,39.988,116.347,2008-11-16 03:54:47,10
104,001,39.988,116.347,2008-11-16 03:54:52,10
105,001,39.988,116.347,2008-11-16 03:54:57,10
106,001,39.988,116.347,2008-11-16 03:55:02,10
107,001,39.988,116.347,2008-11-16 03:55:07,10
108,001,39.988,116.347,2008-11-16 03:55:12,10
109,001,39.988,116.347,2008-11-16 03:55:17,10
110,001,39.988,116.347,2008-11-16 03:55:22,10
111,001,39.988,116.347,2008-11-16 03:55:27,10
112,001,39.988,116.347,2008-11-16 03:55:32,10
113,001,39.988,116.347,2008-11-16 03:55:37,10
114,001,39.988,116.347,2008-11-16 03:55:42,10
115,001,39.988,116.348,2008-11-16 03:55:47,21
116,001,39.987,116.348,2008-11-16 03:55:52,22
117,001,39.987,116.348,2008-11-16 03:55:57,22
118,001,39.987,116.348,2008-11-16 03:56:02,22
119,001,39.987,116.348,2008-11-16 03:56:07,22
120,001,39.987,116.348,2008-11-16 03:56:12,22
121,001,39.987,116.348,2008-11-16 03:56:17,22
122,001,39.987,116.348,2008-11-16 03:56:22,22
123,001,39.987,116.348,2008-11-16 03:56:27,22
124,001,39.987,116.348,2008-11-16 03:56:32,22
125,001,39.987,116.348,2008-11-16 03:56:37,22
126,001,39.987,116.348,2008-11-16 03:56:40,22
127,001,39.987,116.348,2008-11-16 03:56:42,22
128,001,39.987,116.348,2008-11-16 03:57:56,22
129,001,39.987,116.348,2008-11-16 03:57:57,22
130,001,39.987,116.348,2008-11-16 03:57:59,22
131,001,39.987,116.348,2008-11-16 03:58:00,22
132,001,39.987,116.348,2008-11-16 03:58:03,22
133,001,39.987,116.348,2008-11-16 03:58:07,22
134,001,39.987,116.348,2008-11-16 03:58:12,22
135,001,39.987,116.348,2008-11-16 03:58:17,22
136,001,39.987,116.348,2008-11-16 03:58:22,22
137,001,39.987,116.348,2008-11-16 03:58:27,22
138,001,39.987,116.348,2008-11-16 03:58:32,22
139,001,39.987,116.348,2008-11-16 03:58:37,22
140,001,39.987,116.348,2008-11-16 03:58:42,22
141,001,39.987,116.348,2008-11-16 03:58:47,22
142,001,39.987,116.348,2008-11-16 03:58:52,22
143,001,39.987,116.348,2008-11-16 03:58:57,22
144,001,39.987,116.348,2008-11-16 03:59:02,22
145,001,39.987,116.348,2008-11-16 03:59:07,22
146,001,39.987,116.348,2008-11-16 03:59:12,22
147,001,39.987,116.348,2008-11-16 03:59:17,22
148,001,39.988,116.353,2008-11-16 03:59:47,23
149,001,39.987,116.349,2008-11-16 03:59:49,24
150,001,39.987,116.35,2008-11-16 03:59:50,25
151,001,39.987,116.349,2008-11-16 03:59:52,24
152,001,39.987,116.349,2008-11-16 03:59:53,24
153,001,39.987,116.349,2008-11-16 03:59:55,24
154,001,39.987,116.349,2008-11-16 03:59:57,24
155,001,39.987,116.348,2008-11-16 03:59:59,22
156,001,39.987,116.348,2008-11-16 04:00:00,22
157,001,39.987,116.348,2008-11-16 04:00:02,22
158,001,39.987,116.348,2008-11-16 04:00:04,22
159,001,39.987,116.348,2008-11-16 04:00:05,22
160,001,39.987,116.348,2008-11-16 04:00:10,22
161,001,39.987,116.348,2008-11-16 04:03:28,22
162,001,39.987,116.348,2008-11-16 04:03:30,22
163,001,39.987,116.348,2008-11-16 04:03:35,22
164,001,39.987,116.348,2008-11-16 04:03:40,22
165,001,39.987,116.348,2008-11-16 04:03:45,22
166,001,39.987,116.348,2008-11-16 04:03:50,22
167,001,39.987,116.348,2008-11-16 04:03:55,22
168,001,39.987,116.348,2008-11-16 04:04:00,22
169,001,39.987,116.348,2008-11-16 04:04:05,22
170,001,39.987,116.348,2008-11-16 04:04:10,22
171,001,39.987,116.348,2008-11-16 04:04:15,22
172,001,39.987,116.348,2008-11-16 04:04:18,22
173,001,39.987,116.348,2008-11-16 04:04:20,22
174,001,39.986,116.348,2008-11-16 04:04:25,26
175,001,39.986,116.348,2008-11-16 04:04:30,26
176,001,39.986,116.348,2008-11-16 04:04:35,26
177,001,39.986,116.348,2008-11-16 04:04:40,26
178,001,39.986,116.348,2008-11-16 04:04:45,26
179,001,39.986,116.348,2008-11-16 04:04:50,26
180,001,39.986,116.348,2008-11-16 04:04:55,26
181,001,39.986,116.348,2008-11-16 04:04:58,26
182,001,39.986,116.348,2008-11-16 04:05:00,26
183,001,39.986,116.348,2008-11-16 04:05:05,26
184,001,39.986,116.348,2008-11-16 04:05:10,26
185,001,39.986,116.348,2008-11-16 04:05:13,26
186,001,39.986,116.348,2008-11-16 04:05:15,26
187,001,39.986,116.348,2008-11-16 04:05:20,26
188,001,39.986,116.348,2008-11-16 04:05:25,26
189,001,39.986,116.348,2008-11-16 04:05:30,26
190,001,39.986,116.348,2008-11-16 04:05:35,26
191,001,39.986,116.348,2008-11-16 04:05:40,26
192,001,39.986,116.348,2008-11-16 04:05:43,26
193,001,39.986,116.348,2008-11-16 04:05:45,26
194,001,39.986,116.348,2008-11-16 04:05:50,26
195,001,39.986,116.348,2008-11-16 04:05:55,26
196,001,39.986,116.348,2008-11-16 04:06:00,26
197,001,39.986,116.348,2008-11-16 04:06:05,26
198,001,39.986,116.348,2008-11-16 04:06:10,26
199,001,39.986,116.348,2008-11-16 04:06:15,26
200,001,39.986,116.348,2008-11-16 04:06:20,26
201,001,39.986,116.348,2008-11-16 04:06:25,26
202,001,39.986,116.348,2008-11-16 04:06:30,26
203,001,39.986,116.348,2008-11-16 04:06:35,26
204,001,39.986,116.348,2008-11-16 04:06:40,26
205,001,39.986,116.348,2008-11-16 04:06:45,26
206,001,39.986,116.348,2008-11-16 04:06:50,26
207,001,39.986,116.348,2008-11-16 04:06:55,26
208,001,39.986,116.348,2008-11-16 04:07:00,26
209,001,39.986,116.348,2008-11-16 04:07:05,26
210,001,39.986,116.348,2008-11-16 04:07:10,26
211,001,39.986,116.348,2008-11-16 04:07:15,26
212,001,39.986,116.348,2008-11-16 04:07:20,26
213,001,39.986,116.348,2008-11-16 04:07:25,26
214,001,39.986,116.348,2008-11-16 04:07:30,26
215,001,39.986,116.348,2008-11-16 04:07:35,26
216,001,39.986,116.348,2008-11-16 04:07:40,26
217,001,39.986,116.348,2008-11-16 04:07:43,26
218,001,39.986,116.348,2008-11-16 04:07:45,26
219,001,39.986,116.348,2008-11-16 04:07:50,26
220,001,39.986,116.348,2008-11-16 04:07:55,26
221,001,39.986,116.348,2008-11-16 04:08:00,26
222,001,39.986,116.348,2008-11-16 04:08:05,26
223,001,39.986,116.348,2008-11-16 04:08:10,26
224,001,39.986,116.348,2008-11-16 04:08:15,26
225,001,39.986,116.348,2008-11-16 04:08:20,26
226,001,39.986,116.348,2008-11-16 04:08:25,26
227,001,39.986,116.348,2008-11-16 04:08:30,26
228,001,39.986,116.348,2008-11-16 04:08:31,26
229,001,39.986,116.348,2008-11-16 04:08:36,26
230,001,39.986,116.348,2008-11-16 04:08:41,26
231,001,39.986,116.348,2008-11-16 04:08:46,26
232,001,39.986,116.348,2008-11-16 04:08:51,26
233,001,39.986,116.348,2008-11-16 04:08:56,26
234,001,39.986,116.348,2008-11-16 04:09:01,26
235,001,39.986,116.348,2008-11-16 04:09:06,26
236,001,39.986,116.348,2008-11-16 04:09:11,26
237,001,39.986,116.348,2008-11-16 04:09:16,26
238,001,39.986,116.348,2008-11-16 04:09:21,26
239,001,39.986,116.348,2008-11-16 04:09:26,26
240,001,39.986,116.348,2008-11-16 04:09:31,26
241,001,39.986,116.348,2008-11-16 04:09:36,26
242,001,39.986,116.348,2008-11-16 04:09:41,26
243,001,39.986,116.348,2008-11-16 04:09:46,26
244,001,39.986,116.348,2008-11-16 04:09:51,26
245,001,39.986,116.348,2008-11-16 04:09:56,26
246,001,39.986,116.348,2008-11-16 04:10:01,26
247,001,39.986,116.348,2008-11-16 04:10:06,26
248,001,39.986,116.348,2008-11-16 04:10:11,26
249,001,39.986,116.348,2008-11-16 04:10:16,26
250,001,39.986,116.348,2008-11-16 04:10:21,26
251,001,39.986,116.348,2008-11-16 04:10:26,26
252,001,39.986,116.348,2008-11-16 04:10:31,26
253,001,39.986,116.348,2008-11-16 04:10:36,26
254,001,39.986,116.348,2008-11-16 04:10:39,26
255,001,39.986,116.348,2008-11-16 04:10:41,26
256,001,39.986,116.348,2008-11-16 04:10:46,26
257,001,39.986,116.348,2008-11-16 04:10:51,26
258,001,39.986,116.348,2008-11-16 04:10:56,26
259,001,39.986,116.348,2008-11-16 04:10:59,26
260,001,39.986,116.348,2008-11-16 04:11:01,26
261,001,39.986,116.348,2008-11-16 04:11:06,26
262,001,39.986,116.348,2008-11-16 04:11:11,26
263,001,39.986,116.348,2008-11-16 04:11:16,26
264,001,39.986,116.348,2008-11-16 04:11:21,26
265,001,39.986,116.348,2008-11-16 04:11:26,26
266,001,39.986,116.348,2008-11-16 04:12:57,26
267,001,39.986,116.348,2008-11-16 04:13:00,26
268,001,39.986,116.348,2008-11-16 04:13:02,26
269,001,39.986,116.348,2008-11-16 04:13:07,26
270,001,39.986,116.348,2008-11-16 04:13:12,26
271,001,39.987,116.348,2008-11-16 04:13:37,22
272,001,39.987,116.348,2008-11-16 04:13:40,22
273,001,39.987,116.348,2008-11-16 04:13:42,22
274,001,39.987,116.348,2008-11-16 04:13:45,22
275,001,39.987,116.348,2008-11-16 04:13:47,22
276,001,39.987,116.348,2008-11-16 04:13:52,22
277,001,39.987,116.348,2008-11-16 04:13:57,22
278,001,39.987,116.348,2008-11-16 04:14:02,22
279,001,39.99,116.349,2008-11-16 04:16:29,27
280,001,39.989,116.348,2008-11-16 04:16:31,28
281,001,39.989,116.348,2008-11-16 04:16:32,28
282,001,39.988,116.348,2008-11-16 04:16:33,21
283,001,39.988,116.348,2008-11-16 04:16:34,21
284,001,39.988,116.348,2008-11-16 04:16:35,21
285,001,39.988,116.348,2008-11-16 04:16:36,21
286,001,39.988,116.348,2008-11-16 04:16:39,21
287,001,39.988,116.348,2008-11-16 04:16:42,21
288,001,39.987,116.348,2008-11-16 04:16:45,22
289,001,39.987,116.348,2008-11-16 04:16:49,22
290,001,39.987,116.348,2008-11-16 04:16:54,22
291,001,39.987,116.348,2008-11-16 04:16:59,22
292,001,39.987,116.348,2008-11-16 04:17:02,22
293,001,39.987,116.348,2008-11-16 04:17:04,22
294,001,39.987,116.348,2008-11-16 04:17:09,22
295,001,39.987,116.348,2008-11-16 04:17:14,22
296,001,39.987,116.348,2008-11-16 04:17:48,22
297,001,39.987,116.348,2008-11-16 04:17:50,22
298,001,39.987,116.348,2008-11-16 04:17:51,22
299,001,39.987,116.348,2008-11-16 04:17:52,22
300,001,39.987,116.348,2008-11-16 04:17:55,22
301,001,39.987,116.348,2008-11-16 04:17:57,22
302,001,39.987,116.348,2008-11-16 04:18:02,22
303,001,39.987,116.348,2008-11-16 04:18:07,22
304,001,39.987,116.348,2008-11-16 04:18:11,22
305,001,39.987,116.347,2008-11-16 04:18:16,9
306,001,39.987,116.347,2008-11-16 04:18:21,9
307,001,39.987,116.347,2008-11-16 04:18:24,9
308,001,39.987,116.347,2008-11-16 04:18:26,9
309,001,39.987,116.347,2008-11-16 04:18:31,9
310,001,39.987,116.347,2008-11-16 04:18:36,9
311,001,39.987,116.347,2008-11-16 04:18:41,9
312,001,39.987,116.347,2008-11-16 04:18:46,9
313,001,39.987,116.347,2008-11-16 04:18:49,9
314,001,39.987,116.347,2008-11-16 04:18:51,9
315,001,39.987,116.347,2008-11-16 04:18:56,9
316,001,39.987,116.347,2008-11-16 04:19:01,9
317,001,39.987,116.347,2008-11-16 04:19:06,9
318,001,39.987,116.347,2008-11-16 04:19:11,9
319,001,39.987,116.347,2008-11-16 04:19:16,9
320,001,39.987,116.347,2008-11-16 04:19:21,9
321,001,39.987,116.347,2008-11-16 04:19:24,9
322,001,39.987,116.347,2008-11-16 04:19:26,9
323,001,39.987,116.347,2008-11-16 04:19:31,9
324,001,39.987,116.348,2008-11-16 04:19:36,22
325,001,39.987,116.348,2008-11-16 04:19:41,22
326,001,39.987,116.348,2008-11-16 04:19:44,22
327,001,39.987,116.348,2008-11-16 04:19:46,22
328,001,39.987,116.348,2008-11-16 04:19:51,22
329,001,39.987,116.347,2008-11-16 04:19:56,9
330,001,39.987,116.347,2008-11-16 04:20:01,9
331,001,39.987,116.347,2008-11-16 04:20:04,9
332,001,39.987,116.347,2008-11-16 04:20:06,9
333,001,39.987,116.348,2008-11-16 04:20:11,22
334,001,39.987,116.35,2008-11-16 04:36:26,25
335,001,39.987,116.348,2008-11-16 04:36:29,22
336,001,39.987,116.348,2008-11-16 04:36:31,22
337,001,39.987,116.348,2008-11-16 04:36:36,22
338,001,39.987,116.348,2008-11-16 04:36:41,22
339,001,39.987,116.347,2008-11-16 04:36:46,9
340,001,39.987,116.347,2008-11-16 04:36:51,9
341,001,39.987,116.348,2008-11-16 04:36:56,22
342,001,39.987,116.348,2008-11-16 04:37:01,22
343,001,39.987,116.347,2008-11-16 04:37:06,9
344,001,39.987,116.347,2008-11-16 04:37:11,9
345,001,39.987,116.347,2008-11-16 04:37:16,9
346,001,39.987,116.347,2008-11-16 04:37:21,9
347,001,39.987,116.347,2008-11-16 04:37:26,9
348,001,39.987,116.347,2008-11-16 04:37:31,9
349,001,39.987,116.347,2008-11-16 04:37:36,9
350,001,39.987,116.347,2008-11-16 04:37:41,9
351,001,39.987,116.347,2008-11-16 04:37:46,9
352,001,39.987,116.347,2008-11-16 04:37:51,9
353,001,39.987,116.347,2008-11-16 04:37:56,9
354,001,39.987,116.347,2008-11-16 04:38:01,9
355,001,39.987,116.347,2008-11-16 04:38:06,9
356,001,39.987,116.347,2008-11-16 04:38:09,9
357,001,39.987,116.347,2008-11-16 04:38:11,9
358,001,39.987,116.347,2008-11-16 04:38:16,9
359,001,39.987,116.347,2008-11-16 04:38:21,9
360,001,39.987,116.347,2008-11-16 04:38:26,9
361,001,39.987,116.347,2008-11-16 04:38:31,9
362,001,39.987,116.347,2008-11-16 04:38:36,9
363,001,39.987,116.347,2008-11-16 04:38:39,9
364,001,39.987,116.347,2008-11-16 04:38:41,9
365,001,39.987,116.347,2008-11-16 04:38:46,9
366,001,39.987,116.347,2008-11-16 04:38:49,9
367,001,39.987,116.347,2008-11-16 04:38:51,9
368,001,39.987,116.347,2008-11-16 04:38:56,9
369,001,39.987,116.348,2008-11-16 04:39:01,22
370,001,39.987,116.348,2008-11-16 04:39:05,22
371,001,39.987,116.348,2008-11-16 04:39:09,22
372,001,39.987,116.348,2008-11-16 04:39:14,22
373,001,39.987,116.348,2008-11-16 04:39:19,22
374,001,39.987,116.348,2008-11-16 04:39:24,22
375,001,39.987,116.348,2008-11-16 04:39:29,22
376,001,39.987,116.348,2008-11-16 04:39:34,22
377,001,39.987,116.348,2008-11-16 04:39:39,22
378,001,39.987,116.348,2008-11-16 04:39:44,22
379,001,39.987,116.348,2008-11-16 04:39:49,22
380,001,39.987,116.348,2008-11-16 04:39:54,22
381,001,39.987,116.348,2008-11-16 04:39:59,22
382,001,39.987,116.348,2008-11-16 04:40:04,22
383,001,39.987,116.348,2008-11-16 04:40:09,22
384,001,39.987,116.348,2008-11-16 04:40:14,22
385,001,39.987,116.348,2008-11-16 04:40:19,22
386,001,39.987,116.348,2008-11-16 04:40:24,22
387,001,39.987,116.348,2008-11-16 04:40:28,22
388,001,39.987,116.348,2008-11-16 04:40:33,22
389,001,39.987,116.348,2008-11-16 04:40:38,22
390,001,39.986,116.348,2008-11-16 04:40:42,26
391,001,39.986,116.348,2008-11-16 04:40:44,26
392,001,39.986,116.348,2008-11-16 04:40:46,26
393,001,39.986,116.348,2008-11-16 04:40:48,26
394,001,39.986,116.348,2008-11-16 04:40:50,26
395,001,39.988,116.348,2008-11-16 04:48:27,21
396,001,39.988,116.348,2008-11-16 04:48:29,21
397,001,39.987,116.348,2008-11-16 04:48:32,22
398,001,39.987,116.348,2008-11-16 04:48:34,22
399,001,39.987,116.348,2008-11-16 04:48:37,22
400,001,39.987,116.348,2008-11-16 04:48:42,22
401,001,39.987,116.348,2008-11-16 04:48:47,22
402,001,39.987,116.348,2008-11-16 04:48:52,22
403,001,39.987,116.348,2008-11-16 04:48:57,22
404,001,39.987,116.348,2008-11-16 04:49:12,22
405,001,39.987,116.348,2008-11-16 04:49:17,22
406,001,39.987,116.348,2008-11-16 04:49:22,22
407,001,39.987,116.348,2008-11-16 04:49:32,22
408,001,39.987,116.348,2008-11-16 04:49:45,22
409,001,39.987,116.348,2008-11-16 04:49:47,22
410,001,39.987,116.348,2008-11-16 04:49:52,22
411,001,39.987,116.348,2008-11-16 04:49:57,22
412,001,39.987,116.348,2008-11-16 04:50:02,22
413,001,39.987,116.348,2008-11-16 04:50:07,22
414,001,39.987,116.348,2008-11-16 04:50:10,22
415,001,39.987,116.348,2008-11-16 04:50:12,22
416,001,39.987,116.348,2008-11-16 04:50:17,22
417,001,39.987,116.348,2008-11-16 04:50:27,22
418,001,39.987,116.348,2008-11-16 04:50:32,22
419,001,39.987,116.348,2008-11-16 04:51:52,22
420,001,39.987,116.348,2008-11-16 04:52:00,22
421,001,39.987,116.348,2008-11-16 04:52:02,22
422,001,39.987,116.348,2008-11-16 04:52:16,22
423,001,39.987,116.348,2008-11-16 04:52:17,22
424,001,39.987,116.348,2008-11-16 04:52:19,22
425,001,39.987,116.348,2008-11-16 04:52:24,22
426,001,39.987,116.348,2008-11-16 04:52:25,22
427,001,39.987,116.348,2008-11-16 04:52:30,22
428,001,39.987,116.348,2008-11-16 04:52:35,22
429,001,39.987,116.348,2008-11-16 04:52:40,22
430,001,39.987,116.348,2008-11-16 04:52:45,22
431,001,39.987,116.348,2008-11-16 04:52:50,22
432,001,39.987,116.348,2008-11-16 04:56:10,22
433,001,39.987,116.347,2008-11-16 04:56:14,9
434,001,39.987,116.347,2008-11-16 04:56:19,9
435,001,39.987,116.347,2008-11-16 04:56:24,9
436,001,39.987,116.347,2008-11-16 04:56:29,9
437,001,39.987,116.347,2008-11-16 04:56:34,9
438,001,39.987,116.347,2008-11-16 04:56:39,9
439,001,39.987,116.347,2008-11-16 04:56:44,9
440,001,39.987,116.347,2008-11-16 04:56:47,9
441,001,39.987,116.347,2008-11-16 04:56:49,9
442,001,39.987,116.347,2008-11-16 04:56:54,9
443,001,39.987,116.347,2008-11-16 04:56:57,9
444,001,39.987,116.347,2008-11-16 04:56:59,9
445,001,39.987,116.347,2008-11-16 04:57:04,9
446,001,39.987,116.347,2008-11-16 04:57:09,9
447,001,39.987,116.347,2008-11-16 04:57:14,9
448,001,39.987,116.347,2008-11-16 04:57:17,9
449,001,39.987,116.347,2008-11-16 04:57:19,9
450,001,39.987,116.347,2008-11-16 04:57:24,9
451,001,39.987,116.347,2008-11-16 04:57:29,9
452,001,39.987,116.347,2008-11-16 04:57:34,9
453,001,39.987,116.348,2008-11-16 04:57:39,22
454,001,39.987,116.348,2008-11-16 04:57:44,22
455,001,39.987,116.348,2008-11-16 04:57:49,22
456,001,39.987,116.348,2008-11-16 04:57:54,22
457,001,39.987,116.348,2008-11-16 04:57:59,22
458,001,39.987,116.348,2008-11-16 04:58:04,22
459,001,39.987,116.348,2008-11-16 04:58:09,22
460,001,39.987,116.348,2008-11-16 04:58:12,22
461,001,39.987,116.348,2008-11-16 04:58:14,22
462,001,39.987,116.348,2008-11-16 04:58:19,22
463,001,39.987,116.348,2008-11-16 04:58:24,22
464,001,39.987,116.348,2008-11-16 04:58:29,22
465,001,39.987,116.348,2008-11-16 04:58:34,22
466,001,39.987,116.348,2008-11-16 04:58:39,22
467,001,39.987,116.348,2008-11-16 04:58:44,22
468,001,39.987,116.348,2008-11-16 04:58:47,22
469,001,39.987,116.348,2008-11-16 04:58:49,22
470,001,39.987,116.348,2008-11-16 04:58:54,22
471,001,39.987,116.348,2008-11-16 04:58:59,22
472,001,39.987,116.348,2008-11-16 04:59:04,22
473,001,39.987,116.348,2008-11-16 04:59:09,22
474,001,39.987,116.348,2008-11-16 04:59:14,22
475,001,39.987,116.348,2008-11-16 04:59:19,22
476,001,39.987,116.348,2008-11-16 04:59:24,22
477,001,39.987,116.348,2008-11-16 04:59:29,22
478,001,39.987,116.348,2008-11-16 04:59:32,22
479,001,39.987,116.348,2008-11-16 05:04:01,22
480,001,39.987,116.348,2008-11-16 05:04:06,22
481,001,39.987,116.347,2008-11-16 05:04:11,9
482,001,39.987,116.348,2008-11-16 05:04:16,22
483,001,39.987,116.348,2008-11-16 05:04:21,22
484,001,39.987,116.348,2008-11-16 05:04:26,22
485,001,39.987,116.348,2008-11-16 05:04:31,22
486,001,39.987,116.348,2008-11-16 05:04:36,22
487,001,39.987,116.348,2008-11-16 05:04:41,22
488,001,39.987,116.348,2008-11-16 05:04:46,22
489,001,39.987,116.348,2008-11-16 05:04:51,22
490,001,39.987,116.348,2008-11-16 05:04:56,22
491,001,39.987,116.348,2008-11-16 05:05:01,22
492,001,39.987,116.348,2008-11-16 05:05:06,22
493,001,39.987,116.348,2008-11-16 05:05:11,22
494,001,39.987,116.348,2008-11-16 05:05:16,22
495,001,39.987,116.348,2008-11-16 05:05:21,22
496,001,39.987,116.348,2008-11-16 05:05:26,22
497,001,39.987,116.348,2008-11-16 05:05:31,22
498,001,39.987,116.348,2008-11-16 05:05:36,22
499,001,39.987,116.348,2008-11-16 05:05:41,22
500,001,39.987,116.348,2008-11-16 05:05:46,22
501,001,39.987,116.348,2008-11-16 05:05:51,22
502,001,39.987,116.348,2008-11-16 05:05:56,22
503,001,39.987,116.348,2008-11-16 05:06:01,22
504,001,39.987,116.348,2008-11-16 05:06:06,22
505,001,39.987,116.348,2008-11-16 05:06:11,22
506,001,39.987,116.348,2008-11-16 05:06:16,22
507,001,39.987,116.348,2008-11-16 05:06:21,22
508,001,39.987,116.348,2008-11-16 05:06:26,22
509,001,39.987,116.348,2008-11-16 05:06:31,22
510,001,39.987,116.348,2008-11-16 05:06:36,22
511,001,39.987,116.348,2008-11-16 05:06:41,22
512,001,39.987,116.348,2008-11-16 05:06:46,22
513,001,39.987,116.348,2008-11-16 05:06:49,22
514,001,39.987,116.348,2008-11-16 05:06:51,22
515,001,39.987,116.348,2008-11-16 05:06:56,22
